lectureId,courseCode,roomName,buildingName,start,end,capacity,expectedGroupSize,occupancy,status
1129866,ESSB-BM2020_2025,CB-5,Building 2,2025-09-08 15:00:00,2025-09-08 16:45:00,308,160.0,138.0,Completed
960833,FEM11110_2025,L0.03,Building 1,2025-09-08 16:00:00,2025-09-08 18:45:00,256,200.0,74.0,Completed
960914,CH2216_2025,M1-19,Building 3,2025-09-08 16:00:00,2025-09-08 17:45:00,145,140.0,67.0,Completed
1107229,BM02BIM_2025,L0.02,Building 1,2025-09-08 16:00:00,2025-09-08 17:45:00,253,250.0,150.0,Completed
1114321,RMIN03_2025,CB-4,Building 2,2025-09-08 16:00:00,2025-09-08 17:45:00,118,120.0,14.0,Completed
960794,CC2005_2025,CT-1,Building 2,2025-09-08 17:00:00,2025-09-08 18:45:00,139,139.0,97.0,Completed
960931,FEM11151_2025,L0.01,Building 1,2025-09-08 17:00:00,2025-09-08 18:45:00,217,145.0,49.0,Completed
1072152,BM01SCM_2025,L0.04,Building 1,2025-09-08 17:00:00,2025-09-08 18:45:00,226,154.0,171.0,Completed
961049,CM1002_2025,CB-1,Building 2,2025-09-09 09:00:00,2025-09-09 10:45:00,482,387.0,247.0,Completed
961060,FEB53107M_2025,CB-2,Building 2,2025-09-09 09:00:00,2025-09-09 10:45:00,118,100.0,52.0,Completed
961101,FEM11006_2025,CB-5,Building 2,2025-09-09 09:00:00,2025-09-09 12:45:00,308,300.0,184.0,Completed
961134,FEM21011_2025,L0.01,Building 1,2025-09-09 09:00:00,2025-09-09 10:45:00,217,200.0,105.0,Completed
1047715,ESSB-S1010_2025,L0.04,Building 1,2025-09-09 09:00:00,2025-09-09 10:45:00,226,200.0,117.0,Completed
1061100,ESSB-PE2010_2025,M1-19,Building 3,2025-09-09 09:00:00,2025-09-09 10:45:00,145,150.0,114.0,Completed
1106754,BM01MM_2025,L0.02,Building 1,2025-09-09 09:00:00,2025-09-09 11:45:00,253,251.0,195.0,Completed
1106806,BM01AFM_2025,L0.03,Building 1,2025-09-09 09:00:00,2025-09-09 10:45:00,256,250.0,140.0,Completed
1115438,BM02MI_2025,CT-1,Building 2,2025-09-09 09:00:00,2025-09-09 10:45:00,139,150.0,61.0,Completed
961115,CM4305_2025,CT-1,Building 2,2025-09-09 11:00:00,2025-09-09 12:45:00,139,120.0,63.0,Completed
961127,FEB21017_2025,CB-1,Building 2,2025-09-09 11:00:00,2025-09-09 12:45:00,482,400.0,209.0,Completed
961130,FEB22003_2025,L0.04,Building 1,2025-09-09 11:00:00,2025-09-09 12:45:00,226,225.0,94.0,Completed
961190,FEB53113_2025,CB-2,Building 2,2025-09-09 11:00:00,2025-09-09 12:45:00,118,100.0,38.0,Completed
961243,FEM21045_2025,L0.01,Building 1,2025-09-09 11:00:00,2025-09-09 12:45:00,217,240.0,150.0,Completed
1088390,ESSB-B3MIN01_2025,CB-4,Building 2,2025-09-09 11:00:00,2025-09-09 12:45:00,118,88.0,62.0,Completed
1111315,BMSE01_2025,M1-19,Building 3,2025-09-09 11:00:00,2025-09-09 12:45:00,145,120.0,108.0,Completed
1134704,ESSB-E4010_2025,L0.03,Building 1,2025-09-09 11:00:00,2025-09-09 12:45:00,256,190.0,151.0,Completed
961059,FEB21017X_2025,CB-5,Building 2,2025-09-09 13:00:00,2025-09-09 14:45:00,308,300.0,116.0,Completed
961187,FEB21018_2025,CB-1,Building 2,2025-09-09 13:00:00,2025-09-09 14:45:00,482,400.0,199.0,Completed
961188,FEB22003X_2025,CT-1,Building 2,2025-09-09 13:00:00,2025-09-09 14:45:00,139,135.0,102.0,Completed
961191,FEM11008_2025,L0.03,Building 1,2025-09-09 13:00:00,2025-09-09 14:45:00,256,280.0,171.0,Completed
961192,FEM11090_2025,CB-2,Building 2,2025-09-09 13:00:00,2025-09-09 14:45:00,118,118.0,104.0,Completed
1045420,ESSB-B1010_2025,L0.01,Building 1,2025-09-09 13:00:00,2025-09-09 14:45:00,217,190.0,122.0,Completed
1046295,ESSB-C1010_2025,M1-19,Building 3,2025-09-09 13:00:00,2025-09-09 14:45:00,145,145.0,132.0,Completed
1113411,BM02BAM_2025,L0.04,Building 1,2025-09-09 13:00:00,2025-09-09 15:45:00,226,160.0,118.0,Completed
1134705,ESSB-E4010_2025,L0.02,Building 1,2025-09-09 13:00:00,2025-09-09 14:45:00,253,190.0,120.0,Completed
1136443,FSWP40023AO_2025,CB-4,Building 2,2025-09-09 13:00:00,2025-09-09 14:45:00,118,80.0,67.0,Completed
961183,FEB12001X_2025,CB-1,Building 2,2025-09-09 15:00:00,2025-09-09 16:45:00,482,550.0,272.0,Completed
961241,FEM11106_2025,CB-4,Building 2,2025-09-09 15:00:00,2025-09-09 16:45:00,118,118.0,50.0,Completed
961253,CC2007_2025,CB-2,Building 2,2025-09-09 15:00:00,2025-09-09 17:45:00,118,118.0,74.0,Completed
1045488,ESSB-BC1020_2025,CB-5,Building 2,2025-09-09 15:00:00,2025-09-09 16:45:00,308,280.0,176.0,Completed
1106872,BM05AFM_2025,L0.02,Building 1,2025-09-09 15:00:00,2025-09-09 17:45:00,253,250.0,159.0,Completed
1152724,FSWP4029K_2025,L0.01,Building 1,2025-09-09 15:00:00,2025-09-09 16:45:00,217,190.0,182.0,Completed
1191130,BK2103_2025,L0.03,Building 1,2025-09-09 15:00:00,2025-09-09 17:45:00,256,200.0,247.0,Completed
1203215,BM12MI_2025,M1-19,Building 3,2025-09-09 15:00:00,2025-09-09 18:45:00,145,100.0,34.0,Completed
961024,FW-BA1102_2025,L0.04,Building 1,2025-09-09 16:00:00,2025-09-09 17:45:00,226,275.0,136.0,Completed
961264,RF47_2025,CT-1,Building 2,2025-09-09 16:00:00,2025-09-09 18:45:00,139,120.0,73.0,Completed
961239,FEB22012_2025,CB-1,Building 2,2025-09-09 17:00:00,2025-09-09 18:45:00,482,300.0,20.0,Completed
961242,FEM11118_2025,CB-1,Building 2,2025-09-10 09:00:00,2025-09-10 10:45:00,482,308.0,176.0,Completed
961303,FEM11059_2025,L0.01,Building 1,2025-09-10 09:00:00,2025-09-10 10:45:00,217,170.0,97.0,Completed
961313,GW4567M_2025,L0.04,Building 1,2025-09-10 09:00:00,2025-09-10 10:45:00,226,220.0,126.0,Completed
961330,FEM11020_2025,M1-17,Building 3,2025-09-10 09:00:00,2025-09-10 11:45:00,145,125.0,80.0,Completed
1086530,B3MIN1009_2025,CB-4,Building 2,2025-09-10 09:00:00,2025-09-10 10:45:00,118,100.0,80.0,Completed
1107377,BM06BIM_2025,L0.02,Building 1,2025-09-10 09:00:00,2025-09-10 11:45:00,253,250.0,74.0,Completed
1128923,EUC-ACC112_2025,L0.03,Building 1,2025-09-10 09:00:00,2025-09-10 10:45:00,256,220.0,108.0,Completed
961394,GW4567M_2025,L0.04,Building 1,2025-09-10 11:00:00,2025-09-10 12:45:00,226,220.0,126.0,Completed
961395,RR84_2025,CB-5,Building 2,2025-09-10 11:00:00,2025-09-10 12:45:00,308,150.0,24.0,Completed
961472,FEM11199_2025,L0.03,Building 1,2025-09-10 11:00:00,2025-09-10 12:45:00,256,250.0,153.0,Completed
1038432,RR218_2025,CB-1,Building 2,2025-09-10 11:00:00,2025-09-10 12:45:00,482,420.0,256.0,Completed
1038467,RF216_2025,CB-2,Building 2,2025-09-10 11:00:00,2025-09-10 12:45:00,118,118.0,40.0,Completed
1038500,RC211_2025,CT-1,Building 2,2025-09-10 11:00:00,2025-09-10 12:45:00,139,120.0,78.0,Completed
1114033,RMIN10_2025,M1-19,Building 3,2025-09-10 11:00:00,2025-09-10 12:45:00,145,100.0,66.0,Completed
1114435,B3MIN1056_2025,CB-4,Building 2,2025-09-10 11:00:00,2025-09-10 13:45:00,118,100.0,42.0,Completed
961329,FEB13031_2025,CB-2,Building 2,2025-09-10 13:00:00,2025-09-10 15:45:00,118,100.0,8.0,Completed
961421,CM4301_2025,CT-1,Building 2,2025-09-10 13:00:00,2025-09-10 14:45:00,139,120.0,72.0,Completed
961471,FEM11115_2025,L0.04,Building 1,2025-09-10 13:00:00,2025-09-10 15:45:00,226,200.0,63.0,Completed
976426,FEM11067_2025,M1-19,Building 3,2025-09-10 13:00:00,2025-09-10 14:45:00,145,145.0,6.0,Completed
1039405,BM22MIM_2025,M1-17,Building 3,2025-09-10 13:00:00,2025-09-10 16:45:00,145,130.0,83.0,Completed
1079130,BM01GBS_2025,L0.01,Building 1,2025-09-10 13:00:00,2025-09-10 15:45:00,217,200.0,93.0,Completed
1106766,BM02MM_2025,CB-5,Building 2,2025-09-10 13:00:00,2025-09-10 15:45:00,308,275.0,59.0,Completed
1107235,BM02BIM_2025,L0.03,Building 1,2025-09-10 13:00:00,2025-09-10 14:45:00,256,250.0,14.0,Completed
1113431,BM03BAM_2025,L0.02,Building 1,2025-09-10 13:00:00,2025-09-10 16:45:00,253,200.0,119.0,Completed
1191135,BK2103_2025,CB-1,Building 2,2025-09-10 13:00:00,2025-09-10 14:45:00,482,100.0,272.0,Completed
961529,RR84_2025,L0.03,Building 1,2025-09-10 15:00:00,2025-09-10 17:45:00,256,150.0,135.0,Completed
1038279,RC111_2025,CT-1,Building 2,2025-09-10 15:00:00,2025-09-10 16:45:00,139,130.0,97.0,Completed
1038449,RR214_2025,CB-1,Building 2,2025-09-10 15:00:00,2025-09-10 16:45:00,482,420.0,215.0,Completed
1038484,RF214_2025,CB-4,Building 2,2025-09-10 15:00:00,2025-09-10 16:45:00,118,118.0,39.0,Completed
1038509,RC206_2025,M1-19,Building 3,2025-09-10 15:00:00,2025-09-10 16:45:00,145,120.0,84.0,Completed
961531,CM4101_2025,L0.04,Building 1,2025-09-10 16:00:00,2025-09-10 18:45:00,226,125.0,97.0,Completed
1088060,B3MIN1044_2025,CB-2,Building 2,2025-09-10 16:00:00,2025-09-10 18:45:00,118,100.0,41.0,Completed
1116048,FW-BA2202_2025,L0.01,Building 1,2025-09-10 16:00:00,2025-09-10 17:45:00,217,210.0,73.0,Completed
961023,FEM11015_2025,L0.02,Building 1,2025-09-11 09:00:00,2025-09-11 10:45:00,253,220.0,171.0,Completed
961552,CM0004_2025,CB-4,Building 2,2025-09-11 09:00:00,2025-09-11 10:45:00,118,100.0,58.0,Completed
961584,FEB43010_2025,M1-17,Building 3,2025-09-11 09:00:00,2025-09-11 10:45:00,145,145.0,38.0,Completed
961586,FEB53107M_2025,CB-2,Building 2,2025-09-11 09:00:00,2025-09-11 10:45:00,118,100.0,54.0,Completed
961587,FEB53108_2025,L0.01,Building 1,2025-09-11 09:00:00,2025-09-11 10:45:00,217,200.0,14.0,Completed
961588,FEM11087_2025,L0.03,Building 1,2025-09-11 09:00:00,2025-09-11 10:45:00,256,260.0,134.0,Completed
961694,FEM21011_2025,L0.04,Building 1,2025-09-11 09:00:00,2025-09-11 10:45:00,226,200.0,88.0,Completed
1107181,BM01BIM_2025,CB-5,Building 2,2025-09-11 09:00:00,2025-09-11 11:45:00,308,250.0,123.0,Completed
1155317,ESSB-E1010_2025,CB-1,Building 2,2025-09-11 09:00:00,2025-09-11 10:45:00,482,350.0,316.0,Completed
1157187,BM12FI_2025,CT-1,Building 2,2025-09-11 09:00:00,2025-09-11 11:45:00,139,135.0,103.0,Completed
961688,FEB53107M_2025,CB-2,Building 2,2025-09-11 11:00:00,2025-09-11 12:45:00,118,100.0,55.0,Completed
961735,GW101K_2025,L0.01,Building 1,2025-09-11 11:00:00,2025-09-11 12:45:00,217,210.0,136.0,Completed
961777,FEM11220_2025,L0.02,Building 1,2025-09-11 11:00:00,2025-09-11 12:45:00,253,100.0,36.0,Completed
1098397,ESSB-BC2010_2025,M1-19,Building 3,2025-09-11 11:00:00,2025-09-11 12:45:00,145,145.0,92.0,Completed
1098398,ESSB-BC2010_2025,M1-17,Building 3,2025-09-11 11:00:00,2025-09-11 12:45:00,145,145.0,44.0,Completed
1106812,BM01AFM_2025,L0.03,Building 1,2025-09-11 11:00:00,2025-09-11 12:45:00,256,250.0,124.0,Completed
1115474,BMMTMI1_2025,L0.04,Building 1,2025-09-11 11:00:00,2025-09-11 12:45:00,226,150.0,77.0,Completed
1117981,B3MIN1022_2025,CB-4,Building 2,2025-09-11 11:00:00,2025-09-11 12:45:00,118,100.0,82.0,Completed
1106749,BM01MM_2025,CB-1,Building 2,2025-09-11 12:00:00,2025-09-11 14:45:00,482,251.0,217.0,Completed
1114334,RMIN03_2025,CT-1,Building 2,2025-09-11 12:00:00,2025-09-11 15:45:00,139,120.0,67.0,Completed
1157188,BM12FI_2025,CB-5,Building 2,2025-09-11 12:00:00,2025-09-11 14:45:00,308,135.0,109.0,Completed
961776,FEM11150_2025,M1-17,Building 3,2025-09-11 13:00:00,2025-09-11 14:45:00,145,145.0,49.0,Completed
961779,FEM21045_2025,L0.03,Building 1,2025-09-11 13:00:00,2025-09-11 14:45:00,256,240.0,124.0,Completed
961793,CC4115_2025,L0.02,Building 1,2025-09-11 13:00:00,2025-09-11 15:45:00,253,85.0,80.0,Completed
1072190,BM02SCM_2025,L0.01,Building 1,2025-09-11 13:00:00,2025-09-11 14:45:00,217,154.0,135.0,Completed
1088389,ESSB-B3MIN01_2025,CB-4,Building 2,2025-09-11 13:00:00,2025-09-11 14:45:00,118,88.0,65.0,Completed
1091604,BK1204_2025,M1-19,Building 3,2025-09-11 13:00:00,2025-09-11 14:45:00,145,80.0,38.0,Completed
1106085,ESSB-B3MIN10_2025,CB-2,Building 2,2025-09-11 13:00:00,2025-09-11 14:45:00,118,50.0,27.0,Completed
1114313,B3MIN1015_2025,L0.04,Building 1,2025-09-11 13:00:00,2025-09-11 15:45:00,226,100.0,57.0,Completed
961865,FEB53120_2025,CB-2,Building 2,2025-09-11 15:00:00,2025-09-11 16:45:00,118,100.0,57.0,Completed
961866,FEM11008_2025,L0.03,Building 1,2025-09-11 15:00:00,2025-09-11 16:45:00,256,280.0,121.0,Completed
1072209,BMRM1SCM_2025,CB-1,Building 2,2025-09-11 15:00:00,2025-09-11 17:45:00,482,154.0,159.0,Completed
1106773,BM02MM_2025,CB-5,Building 2,2025-09-11 15:00:00,2025-09-11 16:45:00,308,275.0,139.0,Completed
1157189,BM12FI_2025,M1-19,Building 3,2025-09-11 15:00:00,2025-09-11 17:45:00,145,135.0,49.0,Completed
1199735,RL46_2025,L0.01,Building 1,2025-09-11 15:00:00,2025-09-11 16:45:00,217,200.0,83.0,Completed
961880,RF50_2025,CT-1,Building 2,2025-09-11 16:00:00,2025-09-11 18:45:00,139,120.0,74.0,Completed
1039461,BM23MIM_2025,L0.02,Building 1,2025-09-11 16:00:00,2025-09-11 18:45:00,253,130.0,78.0,Completed
1198725,,L0.03,Building 1,2025-09-11 16:45:00,2025-09-11 19:00:00,256,,153.0,Completed
961535,FW-BA1102_2025,CB-5,Building 2,2025-09-11 17:00:00,2025-09-11 18:45:00,308,275.0,122.0,Completed
961905,FEB21017X_2025,CB-2,Building 2,2025-09-11 17:00:00,2025-09-11 18:45:00,118,100.0,12.0,Completed
961386,FEB53113_2025,L0.01,Building 1,2025-09-12 09:00:00,2025-09-12 10:45:00,217,150.0,44.0,Completed
961932,FEB21017_2025,CB-1,Building 2,2025-09-12 09:00:00,2025-09-12 10:45:00,482,400.0,157.0,Completed
961933,FEB21018X_2025,CB-5,Building 2,2025-09-12 09:00:00,2025-09-12 10:45:00,308,300.0,123.0,Completed
961937,FEM11118_2025,CB-2,Building 2,2025-09-12 09:00:00,2025-09-12 10:45:00,118,118.0,41.0,Completed
961974,CC1001_2025,M1-17,Building 3,2025-09-12 09:00:00,2025-09-12 10:45:00,145,135.0,19.0,Completed
1071973,BM22MIM-P_2025,CB-4,Building 2,2025-09-12 09:00:00,2025-09-12 11:45:00,118,100.0,65.0,Completed
1107223,BM02BIM_2025,L0.03,Building 1,2025-09-12 09:00:00,2025-09-12 11:45:00,256,250.0,118.0,Completed
1117996,B3MIN1055_2025,CT-1,Building 2,2025-09-12 09:00:00,2025-09-12 10:45:00,139,100.0,46.0,Completed
1128933,EUC-ACC106_2025,L0.02,Building 1,2025-09-12 09:00:00,2025-09-12 10:45:00,253,220.0,109.0,Completed
1198695,,M1-19,Building 3,2025-09-12 09:00:00,2025-09-12 10:45:00,145,,70.0,Completed
961996,FEB21017_2025,CB-1,Building 2,2025-09-12 11:00:00,2025-09-12 12:45:00,482,400.0,151.0,Completed
961997,FEB21018X_2025,CB-5,Building 2,2025-09-12 11:00:00,2025-09-12 12:45:00,308,300.0,93.0,Completed
962002,FEM11118_2025,CB-2,Building 2,2025-09-12 11:00:00,2025-09-12 12:45:00,118,118.0,123.0,Completed
962005,GW4002MD_2025,L0.02,Building 1,2025-09-12 11:00:00,2025-09-12 12:45:00,253,240.0,172.0,Completed
1047832,ESSB-S1020_2025,M1-17,Building 3,2025-09-12 11:00:00,2025-09-12 13:45:00,145,145.0,61.0,Completed
1113393,BM01BAM_2025,L0.01,Building 1,2025-09-12 11:00:00,2025-09-12 12:45:00,217,160.0,25.0,Completed
1115973,FW-BA2001_2025,CT-1,Building 2,2025-09-12 11:00:00,2025-09-12 12:45:00,139,80.0,23.0,Completed
1118005,B3MIN1055_2025,L0.04,Building 1,2025-09-12 11:00:00,2025-09-12 12:45:00,226,100.0,47.0,Completed
1130866,FSWBM-9000_2025,M1-19,Building 3,2025-09-12 11:00:00,2025-09-12 12:45:00,145,145.0,73.0,Completed
1197113,CCACS1_2025,CB-4,Building 2,2025-09-12 12:00:00,2025-09-12 12:45:00,118,75.0,49.0,Completed
962058,FEB21011S_2025,L0.04,Building 1,2025-09-12 13:00:00,2025-09-12 14:45:00,226,200.0,7.0,Completed
962059,FEB21017X_2025,CB-5,Building 2,2025-09-12 13:00:00,2025-09-12 14:45:00,308,300.0,153.0,Completed
962060,FEB21018_2025,CB-1,Building 2,2025-09-12 13:00:00,2025-09-12 14:45:00,482,400.0,138.0,Completed
1038441,RD218_2025,L0.03,Building 1,2025-09-12 13:00:00,2025-09-12 14:45:00,256,200.0,63.0,Completed
1038475,RFD216_2025,L0.02,Building 1,2025-09-12 13:00:00,2025-09-12 14:45:00,253,250.0,21.0,Completed
1092286,BT1204_2025,M1-19,Building 3,2025-09-12 13:00:00,2025-09-12 14:45:00,145,80.0,55.0,Completed
1106284,BM23MIM-P_2025,CB-2,Building 2,2025-09-12 13:00:00,2025-09-12 15:45:00,118,100.0,55.0,Completed
1114444,B3MIN1056_2025,CB-4,Building 2,2025-09-12 13:00:00,2025-09-12 15:45:00,118,100.0,27.0,Completed
1119570,BPN1102_2025,L0.01,Building 1,2025-09-12 13:00:00,2025-09-12 14:45:00,217,200.0,148.0,Completed
961936,FEM11059_2025,L0.04,Building 1,2025-09-12 15:00:00,2025-09-12 16:45:00,226,170.0,69.0,Completed
962124,FEB21017X_2025,CB-5,Building 2,2025-09-12 15:00:00,2025-09-12 16:45:00,308,300.0,92.0,Completed
1019139,,L0.01,Building 1,2025-09-12 15:00:00,2025-09-12 18:45:00,217,,145.0,Completed
1092293,BT1204_2025,M1-19,Building 3,2025-09-12 15:00:00,2025-09-12 16:45:00,145,80.0,54.0,Completed
1111434,BMSE03_2025,M1-17,Building 3,2025-09-12 15:00:00,2025-09-12 17:45:00,145,130.0,39.0,Completed
1038458,RD214_2025,L0.02,Building 1,2025-09-12 15:15:00,2025-09-12 17:00:00,253,253.0,58.0,Completed
1038492,RFD214_2025,L0.03,Building 1,2025-09-12 15:15:00,2025-09-12 17:00:00,256,217.0,19.0,Completed
1198696,,CB-4,Building 2,2025-09-12 16:00:00,2025-09-12 17:45:00,118,,91.0,Completed
961519,FEM11090_2025,CB-2,Building 2,2025-09-12 17:00:00,2025-09-12 18:45:00,118,100.0,42.0,Completed
941101,ESSB-E1010_2025,CB-1,Building 2,2025-09-15 09:00:00,2025-09-15 10:45:00,482,350.0,305.0,Completed
962158,CM1015_2025,CB-5,Building 2,2025-09-15 09:00:00,2025-09-15 10:45:00,308,300.0,175.0,Completed
962164,FEB22002_2025,L0.01,Building 1,2025-09-15 09:00:00,2025-09-15 10:45:00,217,200.0,47.0,Completed
962165,FEM11087_2025,L0.03,Building 1,2025-09-15 09:00:00,2025-09-15 10:45:00,256,260.0,123.0,Completed
962468,FEM21005_2025,CB-4,Building 2,2025-09-15 09:00:00,2025-09-15 11:45:00,118,110.0,49.0,Completed
962570,FEB13048_2025,CB-2,Building 2,2025-09-15 09:00:00,2025-09-15 11:45:00,118,115.0,14.0,Completed
1039413,BM32MIM_2025,M1-19,Building 3,2025-09-15 09:00:00,2025-09-15 11:45:00,145,130.0,75.0,Completed
1061069,ESSB-PE2010_2025,L0.02,Building 1,2025-09-15 09:00:00,2025-09-15 10:45:00,253,250.0,91.0,Completed
1107177,BM01BIM_2025,L0.04,Building 1,2025-09-15 09:00:00,2025-09-15 11:45:00,226,250.0,124.0,Completed
962226,FEB21017_2025,CB-1,Building 2,2025-09-15 11:00:00,2025-09-15 12:45:00,482,400.0,202.0,Completed
962227,FEB21018X_2025,L0.03,Building 1,2025-09-15 11:00:00,2025-09-15 12:45:00,256,300.0,127.0,Completed
962228,FEB22002X_2025,M1-17,Building 3,2025-09-15 11:00:00,2025-09-15 12:45:00,145,145.0,63.0,Completed
1038531,GW101AVV_2025,L0.01,Building 1,2025-09-15 11:00:00,2025-09-15 12:45:00,217,210.0,142.0,Completed
1072453,ESSB-E2010_2025,CB-5,Building 2,2025-09-15 11:00:00,2025-09-15 12:45:00,308,300.0,160.0,Completed
1098396,ESSB-BC2010_2025,L0.02,Building 1,2025-09-15 11:00:00,2025-09-15 12:45:00,253,240.0,122.0,Completed
1107230,BM02BIM_2025,L0.04,Building 1,2025-09-15 12:00:00,2025-09-15 13:45:00,226,250.0,135.0,Completed
1115436,BM02MI_2025,CB-4,Building 2,2025-09-15 12:00:00,2025-09-15 13:45:00,118,150.0,76.0,Completed
1214594,RR84_2025,M1-19,Building 3,2025-09-15 12:00:00,2025-09-15 14:45:00,145,118.0,133.0,Completed
962163,FEB21017X_2025,CB-5,Building 2,2025-09-15 13:00:00,2025-09-15 14:45:00,308,300.0,163.0,Completed
962312,FEB21018_2025,CB-1,Building 2,2025-09-15 13:00:00,2025-09-15 14:45:00,482,400.0,190.0,Completed
962337,FEM11074_2025,L0.03,Building 1,2025-09-15 13:00:00,2025-09-15 15:45:00,256,210.0,135.0,Completed
962338,FEM21026_2025,L0.02,Building 1,2025-09-15 13:00:00,2025-09-15 15:45:00,253,210.0,74.0,Completed
962343,RQ42_2025,CB-2,Building 2,2025-09-15 13:00:00,2025-09-15 16:45:00,118,120.0,61.0,Completed
962418,FEB21011S_2025,L0.01,Building 1,2025-09-15 13:00:00,2025-09-15 14:45:00,217,200.0,29.0,Completed
1079123,BM01GBS_2025,M1-17,Building 3,2025-09-15 13:00:00,2025-09-15 15:45:00,145,105.0,51.0,Completed
962313,FEM11090_2025,CB-4,Building 2,2025-09-15 14:00:00,2025-09-15 15:45:00,118,118.0,94.0,Completed
1072203,BMRM1SCM_2025,L0.04,Building 1,2025-09-15 14:00:00,2025-09-15 16:45:00,226,154.0,142.0,Completed
962366,CC1008_2025,M1-19,Building 3,2025-09-15 15:00:00,2025-09-15 16:45:00,145,144.0,89.0,Completed
962387,CM2001_2025,CB-1,Building 2,2025-09-15 15:00:00,2025-09-15 17:45:00,482,312.0,189.0,Completed
1129867,ESSB-BM2020_2025,L0.01,Building 1,2025-09-15 15:00:00,2025-09-15 16:45:00,217,160.0,90.0,Completed
1152723,FSWP4029K_2025,CB-5,Building 2,2025-09-15 15:00:00,2025-09-15 16:45:00,308,190.0,194.0,Completed
962291,FEM11151_2025,M1-17,Building 3,2025-09-15 16:00:00,2025-09-15 17:45:00,145,145.0,20.0,Completed
962886,FEM11008_2025,L0.03,Building 1,2025-09-15 16:00:00,2025-09-15 17:45:00,256,280.0,85.0,Completed
1214384,,CB-4,Building 2,2025-09-15 16:30:00,2025-09-15 17:30:00,118,,6.0,Completed
962229,FEB22003_2025,L0.02,Building 1,2025-09-16 09:00:00,2025-09-16 10:45:00,253,225.0,98.0,Completed
962427,CM1002_2025,CB-1,Building 2,2025-09-16 09:00:00,2025-09-16 10:45:00,482,387.0,220.0,Completed
962436,FEB53107M_2025,CB-2,Building 2,2025-09-16 09:00:00,2025-09-16 10:45:00,118,100.0,44.0,Completed
962444,GW4567M_2025,L0.04,Building 1,2025-09-16 09:00:00,2025-09-16 10:45:00,226,220.0,106.0,Completed
962470,FEM11006_2025,L0.03,Building 1,2025-09-16 09:00:00,2025-09-16 12:45:00,256,300.0,185.0,Completed
962504,FEM21011_2025,L0.01,Building 1,2025-09-16 09:00:00,2025-09-16 10:45:00,217,200.0,141.0,Completed
1045483,ESSB-BC1020_2025,CB-5,Building 2,2025-09-16 09:00:00,2025-09-16 10:45:00,308,280.0,1.0,Completed
1061067,ESSB-PE2010_2025,M1-19,Building 3,2025-09-16 09:00:00,2025-09-16 10:45:00,145,150.0,62.0,Completed
1072156,BM01SCM_2025,M1-17,Building 3,2025-09-16 09:00:00,2025-09-16 10:45:00,145,154.0,132.0,Completed
1115439,BM02MI_2025,CB-4,Building 2,2025-09-16 09:00:00,2025-09-16 10:45:00,118,150.0,32.0,Completed
962435,FEB22002X_2025,M1-17,Building 3,2025-09-16 11:00:00,2025-09-16 12:45:00,145,145.0,48.0,Completed
962497,FEB21017_2025,CB-1,Building 2,2025-09-16 11:00:00,2025-09-16 12:45:00,482,400.0,209.0,Completed
962499,FEB22003_2025,L0.01,Building 1,2025-09-16 11:00:00,2025-09-16 12:45:00,217,225.0,92.0,Completed
962554,FEB53113_2025,CB-2,Building 2,2025-09-16 11:00:00,2025-09-16 12:45:00,118,100.0,37.0,Completed
962602,FEM21045_2025,L0.04,Building 1,2025-09-16 11:00:00,2025-09-16 12:45:00,226,240.0,94.0,Completed
1087847,FEM11150_2025,M1-19,Building 3,2025-09-16 11:00:00,2025-09-16 12:45:00,145,145.0,63.0,Completed
1088388,ESSB-B3MIN01_2025,CB-4,Building 2,2025-09-16 11:00:00,2025-09-16 12:45:00,118,88.0,61.0,Completed
1106807,BM01AFM_2025,L0.02,Building 1,2025-09-16 11:00:00,2025-09-16 12:45:00,253,250.0,154.0,Completed
962550,FEB21018_2025,CB-1,Building 2,2025-09-16 13:00:00,2025-09-16 14:45:00,482,400.0,190.0,Completed
962551,FEB22002_2025,L0.01,Building 1,2025-09-16 13:00:00,2025-09-16 14:45:00,217,200.0,67.0,Completed
962552,FEB22003X_2025,CB-4,Building 2,2025-09-16 13:00:00,2025-09-16 14:45:00,118,135.0,96.0,Completed
962555,FEM11090_2025,CB-2,Building 2,2025-09-16 13:00:00,2025-09-16 14:45:00,118,118.0,78.0,Completed
962563,GW4567M_2025,L0.04,Building 1,2025-09-16 13:00:00,2025-09-16 14:45:00,226,220.0,100.0,Completed
1046286,ESSB-C1010_2025,M1-19,Building 3,2025-09-16 13:00:00,2025-09-16 14:45:00,145,145.0,110.0,Completed
1047831,ESSB-S1020_2025,M1-17,Building 3,2025-09-16 13:00:00,2025-09-16 14:45:00,145,145.0,90.0,Completed
1106755,BM01MM_2025,L0.03,Building 1,2025-09-16 13:00:00,2025-09-16 15:45:00,256,251.0,197.0,Completed
1134718,ESSB-E4010_2025,L0.02,Building 1,2025-09-16 13:00:00,2025-09-16 14:45:00,253,190.0,127.0,Completed
962546,FEB12001X_2025,CB-1,Building 2,2025-09-16 15:00:00,2025-09-16 16:45:00,482,550.0,119.0,Completed
962601,FEM11106_2025,CB-4,Building 2,2025-09-16 15:00:00,2025-09-16 16:45:00,118,118.0,38.0,Completed
962613,CC2007_2025,M1-17,Building 3,2025-09-16 15:00:00,2025-09-16 17:45:00,145,145.0,25.0,Completed
